Library,ID,Name,Category,Target Area,Level,Equipment,Position,Modality,Commonness Tier,Short Description,Source URL(s),Steps,Best Practices,Images
Exercise,EX761,Double-Dumbbell Romanian Deadlift,Lower Body Strength,"Hamstrings, glutes, back",Intermediate,Dumbbells,Standing,Strength,Common,"An at-home strength exercise for hamstrings, glutes, back using dumbbells.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Stand tall holding dumbbells in front of your thighs with palms facing you. 2) Push your hips back while keeping a slight knee bend until you feel your hamstrings load. 3) Drive your hips forward to return to standing without leaning back at the top. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Keep your spine long and stop the descent before your back wants to round. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.","Standing start | Adult demonstrating Double-Dumbbell Romanian Deadlift at the standing start step: ribs stacked over pelvis without leaning back. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d4a1a39e-140d-4880-68f4-e5690b6efb00/public ;; Hip-hinge endpoint | Adult demonstrating Double-Dumbbell Romanian Deadlift at the hip-hinge endpoint step: hips high above knees, shins near vertical, spine long. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ae00f47d-7b8f-47bb-5494-d3418fb22000/public"
Exercise,EX762,Dumbbell Single-Leg Romanian Deadlift,Lower Body Strength,"Hamstrings, glutes, balance",Intermediate,Dumbbell,Standing,Strength,Common,"An at-home strength exercise for hamstrings, glutes, balance using dumbbell.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Hold one or two dumbbells and balance on one leg with a soft knee. 2) Hinge forward as your free leg reaches back, keeping hips as square as possible. 3) Pull yourself back to standing by squeezing the glute of the working leg. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Move slowly and lightly touch a wall or chair if balance limits your hinge quality. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.","Balance start | Adult demonstrating Dumbbell Single-Leg Romanian Deadlift at the balance start step: lifted shoe fully visible and clear of floor. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c6e43a3e-1771-42e5-65ba-e7ee79dc8a00/public ;; Single-leg hinge | Adult demonstrating Dumbbell Single-Leg Romanian Deadlift at the single-leg hinge step: long spine, rear heel reaching back, two weights visible near planted shin. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/94d6de7c-957c-4f4b-f35f-550046c3a700/public"
Exercise,EX763,Dumbbell Kickstand Romanian Deadlift,Lower Body Strength,"Hamstrings, glutes",Beginner,Dumbbells,Standing,Strength,Common,"An at-home strength exercise for hamstrings, glutes using dumbbells.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Place most of your weight on one front foot and set the other toes lightly behind you like a kickstand. 2) Hold dumbbells in front of your thighs and hinge back through the front hip. 3) Stand up by driving through the front heel and keeping the rear foot only lightly loaded. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Keep hips level and use the back leg for balance, not to turn it into a regular deadlift. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.","Kickstand setup | Adult demonstrating Dumbbell Kickstand Romanian Deadlift at the kickstand setup step: RIGHT whole foot loaded; LEFT forefoot/toes light behind; hips square; dumbbells near thighs. Must not show feet side-by-side, rear heel down, lunge, one weight, crossed stance. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/723039d5-8f7d-4cb5-23ed-f811d49ebb00/public ;; Hip hinge | Adult demonstrating Dumbbell Kickstand Romanian Deadlift at the hip hinge step: Hips move backward; torso hinges; RIGHT foot stays loaded; LEFT toes remain light behind; both arms long. Must not show squat, rear heel down, rear foot loaded, rounded back, dumbbells far away, changed stance. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/1baedef2-a543-4f0d-4516-79c58c362400/public"
Exercise,EX764,Dumbbell Swing,Lower Body Strength,"Glutes, hamstrings, core",Advanced,Dumbbell,Standing,Power,Variant,"An at-home power exercise for glutes, hamstrings, core using dumbbell.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Hold one dumbbell by one end with both hands and stand with feet slightly wider than hip-width. 2) Hike the dumbbell back between your legs by hinging at the hips, then snap your hips forward. 3) Let the dumbbell float to about chest height, then guide it back into the next hinge. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Use a hip hinge, not a squat or shoulder raise; start light and keep the weight away from fragile objects. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.",Hike into the hinge | The athlete holds one dumbbell with both hands in a deep hip hinge with the weight between the thighs. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5be7e7d5-f7bf-46e3-0d91-21fe4ed7eb00/public ;; Snap tall and float | The athlete stands tall as the two-handed dumbbell floats to chest height from hip drive. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e71d21ea-a616-4f4b-a3c0-678af61da100/public
Exercise,EX765,Dumbbell Reverse Lunge,Lower Body Strength,"Quads, glutes, hamstrings",Intermediate,Dumbbells,Standing,Strength,Common,"An at-home strength exercise for quads, glutes, hamstrings using dumbbells.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Stand tall holding dumbbells at your sides. 2) Step one foot back and lower until both knees bend comfortably. 3) Push through the front foot to return to standing, then repeat or alternate sides. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Keep your front knee stable and your torso tall instead of dumping weight into the back leg. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.",Standing setup | Adult demonstrating Dumbbell Reverse Lunge at the standing setup step: neutral upright stance. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/444fbfc8-f9b4-4a27-0584-12b05849b600/public ;; Reverse-lunge endpoint | Adult demonstrating Dumbbell Reverse Lunge at the reverse-lunge endpoint step: rear knee hovers and front heel remains grounded. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7d732fe3-23a0-4bc6-e864-164dc053b000/public
Exercise,EX766,Dumbbell Forward Lunge,Lower Body Strength,"Quads, glutes, balance",Intermediate,Dumbbells,Standing,Strength,Common,"An at-home strength exercise for quads, glutes, balance using dumbbells.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Hold dumbbells at your sides and stand with feet together. 2) Step forward with one foot and lower until your front thigh approaches parallel to the floor. 3) Push back through the front foot to return to the start position. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Take a long enough step that your front heel stays down and your knee does not collapse inward. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.","Upright start | Adult demonstrating Dumbbell Forward Lunge at the upright start step: both shoes, hands and weights fully visible. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6e1fc1d7-a48c-43e1-07a1-a872d7dd0600/public ;; Forward lunge | Adult demonstrating Dumbbell Forward Lunge at the forward lunge step: front knee tracks over mid-foot, rear knee hovers and both shoes are visible. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d9c17a21-9741-40b1-dd8a-09f0c5a2c400/public"
Exercise,EX767,Dumbbell Lateral Lunge,Lower Body Strength,"Glutes, adductors, quads",Intermediate,Dumbbells,Standing,Strength,Common,"An at-home strength exercise for glutes, adductors, quads using dumbbells.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Hold dumbbells at your sides or in front of your body and stand tall. 2) Step out to one side, bend that knee, and sit your hips back while the other leg stays straighter. 3) Push through the bent-leg foot to return to the center. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Keep the moving knee tracking over the toes and keep the straight-leg foot flat if possible. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.","Standing setup | Adult demonstrating Dumbbell Lateral Lunge at the standing setup step: Both feet parallel and flat; hips centered; knees softly extended; torso tall; one dumbbell in each hand. Must not show side step, bent-over torso, squat, weights on shoulders, one dumbbell, wide stance. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a9ee1e47-e3b0-47d3-842c-d83194a36a00/public ;; Lateral lunge | Adult demonstrating Dumbbell Lateral Lunge at the lateral lunge step: RIGHT/image-left foot is the stepped working side; RIGHT knee tracks over toes; hips shift back and toward image-left; LEFT/image-right leg remains straight with foot flat; torso inclines only slightly with long spine. Must not show center squat, both knees equally bent, rear heel lifted, crossover step, knee collapsing inward, dumbbells missing or resting on floor. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9c2768be-8a5d-43d0-2852-29df16881000/public"
Exercise,EX768,Dumbbell Curtsy Lunge,Lower Body Strength,"Glutes, quads, outer hips",Intermediate,Dumbbells,Standing,Strength,Variant,"An at-home strength exercise for glutes, quads, outer hips using dumbbells.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Hold dumbbells at your sides and stand with feet hip-width apart. 2) Step one leg diagonally behind the other and lower into a curtsy position. 3) Press through the front foot to stand and bring the back leg forward again. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Keep the front knee from caving inward and make the diagonal step small if your hips feel pinched. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.",Tall setup | The athlete stands tall with feet hip-width and a dumbbell in each hand. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/97cfaf37-e480-4113-5ed6-8d7bb992bd00/public ;; Step diagonally behind | The athlete steps the right foot diagonally behind the left while holding dumbbells at the sides. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c183aebd-5b71-4b1a-b296-2f2c15539c00/public ;; Lower into the curtsy | The athlete holds the bottom of a dumbbell curtsy lunge with the rear knee lowered behind the front leg. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/564e11cc-aaca-4457-ce2e-da1a4ab90700/public
Exercise,EX769,Goblet Reverse Lunge,Lower Body Strength,"Glutes, quads, core",Beginner,Dumbbell or kettlebell,Standing,Strength,Common,"An at-home strength exercise for glutes, quads, core using dumbbell or kettlebell.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Hold one weight at chest height and stand tall. 2) Step one foot backward and lower into a lunge while keeping the weight close to your chest. 3) Drive through the front foot to return to standing. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Keep your ribs down and avoid leaning back to counterbalance the weight. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.",Goblet setup | Adult demonstrating Goblet Reverse Lunge at the goblet setup step: tall neutral start. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/314a0ba8-1891-455e-9e13-72bd83950800/public ;; Reverse-lunge endpoint | Adult demonstrating Goblet Reverse Lunge at the reverse-lunge endpoint step: front heel grounded and rear knee hovering. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5afc9e98-a0f3-4945-fd63-a4e157297500/public
Exercise,EX770,Goblet Lateral Lunge,Lower Body Strength,"Adductors, glutes, quads",Intermediate,Dumbbell or kettlebell,Standing,Strength,Variant,"An at-home strength exercise for adductors, glutes, quads using dumbbell or kettlebell.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Hold one weight at chest height and stand with feet together. 2) Step to one side, bend the stepping knee, and sit your hips back into that side. 3) Push off the floor to return to standing, then repeat on the other side if alternating. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Keep the weight close and maintain a long spine rather than folding over the load. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.",Start centered | The athlete holds a dumbbell at the chest in a centered narrow stance. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/1cc63b9f-7eee-4178-71d0-ff75e6d32100/public ;; Lunge to the right | The athlete lunges to the right with the working knee bent and the opposite leg long. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d6591703-488f-4eb6-7a7c-1617f4e71900/public ;; Reset tall | The athlete returns to a tall centered stance between lateral lunges. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/36aad525-8df8-4386-820e-d489e297a200/public ;; Lunge to the left | The athlete lunges to the left with the working knee tracking the toes and the opposite leg long. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f633a45b-7f4d-4ce8-cc4c-96d15f02e500/public
Exercise,EX771,Dumbbell Walking Lunge in Place,Lower Body Strength,"Quads, glutes, balance",Intermediate,Dumbbells,Standing,Strength,Variant,"An at-home strength exercise for quads, glutes, balance using dumbbells.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/,"1) Hold dumbbells at your sides and find a clear lane or stay in one spot. 2) Step forward into a lunge, rise up, and bring the back foot forward to meet or pass the front foot. 3) Continue stepping forward, or alternate forward and backward if space is limited. 4) Reset your position before the next rep, or keep the same position if you are holding for time.","1) Control each landing and avoid letting speed turn the reps sloppy. 2) Keep the movement controlled, breathe steadily, and stop or regress the exercise if you feel sharp pain or lose form.",Balanced setup | The athlete stands balanced with two dumbbells and room to lunge forward. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4e3bdf1c-0758-4bbf-b9f2-7f981ab2dc00/public ;; Lower into the first lunge | The athlete holds a forward dumbbell lunge with the front foot planted and rear knee hovering. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/fabf7e93-e51e-46fc-926e-c93a05b34e00/public ;; Step through | The athlete balances tall while stepping the rear leg forward with the knee lifted. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/30152cfa-b1f3-4042-2c1a-4d96bbf26b00/public ;; Alternate the lead | The athlete lowers into the next dumbbell lunge with the alternate leg leading. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/70495d20-fe8a-481c-6a81-36f02820b300/public
