Library,ID,Name,Category,Target Area,Level,Equipment,Position,Modality,Commonness Tier,Short Description,Source URL(s),Steps,Best Practices,Images
Exercise,EX264,Towel Slider Row,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Advanced,Towels on smooth floor,Prone,Strength,Variant,Lie prone on towels and pull body forward using arms.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,"1) Lie on your stomach on a smooth floor with hands on towels or sliders. 2) Reach arms forward and keep your neck long. 3) Pull elbows toward your ribs, sliding the towels back as your chest lifts slightly. 4) Slide arms forward again and repeat with control.","1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Towel Slider Row step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/71679cf6-b784-4af1-1dd5-8b9c98ac1200/public ;; Step 2 | Towel Slider Row step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/76355a2e-463c-42e0-c778-6d0837120a00/public
Exercise,EX265,Bear Row with Bottle,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Intermediate,Water bottle,Quadruped,Strength,Variant,"From bear position, row one bottle while hips stay square.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,"1) Stand or hinge forward while holding the backpack, bottles, towel, or listed object. 2) Brace your trunk and keep your spine long. 3) Pull elbows back toward your ribs while squeezing shoulder blades. 4) Lower the load or release tension with control.","1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Keep the load secure and close enough that it does not pull you out of position. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Bear Row with Bottle step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/1a430a03-5082-43e3-9867-8084045adc00/public ;; Step 2 | Bear Row with Bottle step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0c19518c-7587-44e9-ec28-78603781cc00/public ;; Switch Side | Bear Row with Bottle switch side instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0e9c6efa-efe5-43f8-ba7f-29c7861f6c00/public
Exercise,EX266,Plank Row with Bottle,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Advanced,Water bottle,Plank,Strength,Variant,"From high plank, row one light bottle while resisting hip rotation.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,"1) Stand or hinge forward while holding the backpack, bottles, towel, or listed object. 2) Brace your trunk and keep your spine long. 3) Pull elbows back toward your ribs while squeezing shoulder blades. 4) Lower the load or release tension with control.","1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Keep the load secure and close enough that it does not pull you out of position. 5) Stop the set when your hips sag, rotate, or your lower back takes over. 6) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Plank Row with Bottle step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/d6f40cce-9dba-43ad-056b-01abd4b5fb00/public ;; Step 2 | Plank Row with Bottle step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b8e622ab-cdfb-4680-97be-8478bf8b5c00/public ;; Switch Side | Plank Row with Bottle switch side instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/52308eee-ccfe-430b-2556-2b9dd38a3100/public
Exercise,EX267,Scapular Retraction Hold,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Beginner,None,Standing/Seated,Strength,Common,"Squeeze shoulder blades gently down and back, hold, then relax.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Stand or sit tall with arms in the listed position. 2) Relax your neck and set shoulders away from your ears. 3) Squeeze shoulder blades gently together and down. 4) Release with control and repeat.,"1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Scapular Retraction Hold step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/63925cae-c7c3-499c-92bf-6f9b32247100/public ;; Step 2 | Scapular Retraction Hold step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ce257574-8641-48ef-9d14-0aa4b5aa9a00/public
Exercise,EX268,Shoulder Blade Push-Pull,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Beginner,None,Standing/Seated,Strength,Common,Alternate rounding and squeezing shoulder blades while arms reach forward.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Stand or sit tall with arms in the listed position. 2) Relax your neck and set shoulders away from your ears. 3) Squeeze shoulder blades gently together and down. 4) Release with control and repeat.,"1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Shoulder Blade Push-Pull step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a92ba086-28a6-4e5c-7ab7-43096f55eb00/public ;; Step 2 | Shoulder Blade Push-Pull step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/880e3d43-1bea-4301-c664-927d02813500/public
Exercise,EX269,Standing W Squeeze,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Beginner,None,Standing,Strength,Common,Make a W with elbows and squeeze shoulder blades down and back.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Stand or sit tall with arms in the listed position. 2) Relax your neck and set shoulders away from your ears. 3) Squeeze shoulder blades gently together and down. 4) Release with control and repeat.,"1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Standing W Squeeze step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f494bac4-8f0a-4c79-54f1-b2bde7fb8600/public ;; Step 2 | Standing W Squeeze step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6e4ec7d5-8ada-4909-f35c-93af6ed5f900/public
Exercise,EX270,No-Money Drill,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Beginner,None,Standing,Strength,Common,Keep elbows at sides and rotate hands outward while squeezing upper back.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Stand or sit tall with arms in the listed position. 2) Relax your neck and set shoulders away from your ears. 3) Squeeze shoulder blades gently together and down. 4) Release with control and repeat.,"1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | No-Money Drill step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e1ac785f-1a63-4b03-146a-0637dc03c700/public ;; Step 2 | No-Money Drill step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/94d0b90f-e7eb-49c7-519c-441ad25d4400/public
Exercise,EX271,Band No-Money Drill,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Beginner,Resistance band,Standing,Strength,Common,Hold a band between hands and rotate forearms outward from the ribs.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Stand tall with elbows bent at your sides and palms up or forward. 2) Hold the band with light tension. 3) Rotate your hands outward while keeping elbows near your ribs. 4) Return slowly and repeat.,"1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Keep steady band tension and avoid snapping back to the start. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Band No-Money Drill step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ef2fced2-ef12-4d75-1fd2-991e5e606600/public ;; Step 2 | Band No-Money Drill step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f5db51e9-e345-450b-87ae-0172c33e5c00/public
Exercise,EX272,Banded External Rotation,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Beginner,Resistance band,Standing,Strength,Common,Keep elbow by side and rotate forearm outward against band tension.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Stand tall with elbows bent at your sides and palms up or forward. 2) Hold the band with light tension. 3) Rotate your hands outward while keeping elbows near your ribs. 4) Return slowly and repeat.,"1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Keep steady band tension and avoid snapping back to the start. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Banded External Rotation step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/ffb0fde2-252e-448a-c406-d92c7dcdd600/public ;; Step 2 | Banded External Rotation step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/8a39ceb6-710b-4ea7-c722-fc6b9ef46a00/public
Exercise,EX273,Side-Lying External Rotation,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Beginner,Water bottle optional,Side-lying,Strength,Common,"Lie on side, elbow tucked, and rotate forearm upward and down slowly.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,"1) Lie on one side with your hips stacked and your head supported by your arm or a pillow. Set up your water bottle optional before you start and make sure it will not slide or tip. 2) Brace lightly and begin the movement slowly so you understand the range. 3) Lie on side, elbow tucked, and rotate forearm upward and down slowly. 4) Return to the start position and repeat for the planned reps, time, or side.","1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Setup | Side-Lying External Rotation setup instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7b64cd75-b161-4b5c-de5f-64dcf06d1b00/public ;; Open | Side-Lying External Rotation open instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/20400e72-74a7-4822-fdf0-00fd2726c900/public
Exercise,EX274,Backpack Curl,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Beginner,Loaded backpack,Standing,Strength,Common,Hold a backpack and curl it toward chest while elbows stay near ribs.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Stand tall holding the backpack or bottles with arms at your sides. 2) Keep elbows close to your ribs. 3) Curl the load toward your shoulders without swinging. 4) Lower slowly until arms are long again.,"1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Keep the load secure and close enough that it does not pull you out of position. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Start | Backpack Curl start instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/72bbad57-feb9-43a9-0dce-b37d9eb6e100/public ;; Top | Backpack Curl top instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/5db0cfc9-3119-4284-1e9b-89c99cabb400/public
Exercise,EX275,Bottle Biceps Curl,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Beginner,Water bottles,Standing,Strength,Common,Curl bottles up and lower them slowly without swinging.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Stand tall holding the backpack or bottles with arms at your sides. 2) Keep elbows close to your ribs. 3) Curl the load toward your shoulders without swinging. 4) Lower slowly until arms are long again.,"1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Keep the load secure and close enough that it does not pull you out of position. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Start | Bottle Biceps Curl start instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/01537157-0cc5-41e2-1bbc-947df0295c00/public ;; Top | Bottle Biceps Curl top instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4b1a1afb-578c-4683-ee54-46ec1616d700/public
Exercise,EX276,Hammer Curl with Bottles,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Beginner,Water bottles,Standing,Strength,Common,Curl bottles with thumbs facing up and elbows still.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Stand tall holding the backpack or bottles with arms at your sides. 2) Keep elbows close to your ribs. 3) Curl the load toward your shoulders without swinging. 4) Lower slowly until arms are long again.,"1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Keep the load secure and close enough that it does not pull you out of position. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Start | Hammer Curl with Bottles start instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/78e93c22-4d14-4d98-73b2-349f1d68a400/public ;; Top | Hammer Curl with Bottles top instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/9e17c154-3b69-472c-88a0-2f810ca31b00/public
Exercise,EX277,Backpack Upright Row,Upper Body Pull & Posture,"Back, rear shoulders, biceps",Intermediate,Loaded backpack,Standing,Strength,Variant,"Pull backpack toward chest with elbows out, stopping before shoulders shrug.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,"1) Stand or hinge forward while holding the backpack, bottles, towel, or listed object. 2) Brace your trunk and keep your spine long. 3) Pull elbows back toward your ribs while squeezing shoulder blades. 4) Lower the load or release tension with control.","1) Start each pull by setting shoulder blades gently back and down. 2) Avoid shrugging or craning your neck. 3) Move slowly enough to feel the upper back, not momentum. 4) Keep the load secure and close enough that it does not pull you out of position. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Start | Backpack Upright Row start instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c781383c-7ddc-474f-1c6f-ad26c3016f00/public ;; Pull | Backpack Upright Row pull instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a70d9f65-1ca0-4593-abc9-cc63975cd100/public
Exercise,EX278,Dead Bug,Core & Trunk,"Abs, obliques, spinal stabilizers",Beginner,None,Supine,Strength,Very common,"Lie on back, brace gently, and lower opposite arm and leg without arching.",https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Lie on your back with arms reaching toward the ceiling and knees stacked over hips at about 90 degrees. 2) Exhale gently to brace your trunk and keep ribs from flaring. 3) Slowly lower the opposite arm and leg away from each other without arching your lower back. 4) Return to the start position and repeat on the other side.,"1) Exhale to brace and keep ribs from flaring. 2) Keep the low back comfortable; reduce range if it arches. 3) Quality matters more than speed or rep count. 4) Stop the set when your hips sag, rotate, or your lower back takes over. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Tabletop | Dead Bug tabletop instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f535ddc7-6221-4e08-980d-0c8b5d04af00/public ;; Opposite Extension | Dead Bug opposite extension instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/677e75e7-5db0-4284-defe-2088c9fe7700/public ;; Return Center | Dead Bug return center instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/57e2ebe5-dbb5-4e4c-848b-9295cc012c00/public ;; Opposite Extension Side B | Dead Bug opposite extension side b instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e9ae3a07-c7be-4446-0b7c-07f414c7e100/public
Exercise,EX279,Dead Bug Heel Tap,Core & Trunk,"Abs, obliques, spinal stabilizers",Beginner,None,Supine,Strength,Common,Keep knees bent and tap one heel to the floor at a time.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Lie on your back with arms reaching toward the ceiling and knees stacked over hips at about 90 degrees. 2) Exhale gently to brace your trunk and keep ribs from flaring. 3) Slowly lower one heel to tap the floor while the opposite knee stays over your hip. 4) Return to the start position and repeat on the other side.,"1) Exhale to brace and keep ribs from flaring. 2) Keep the low back comfortable; reduce range if it arches. 3) Quality matters more than speed or rep count. 4) Stop the set when your hips sag, rotate, or your lower back takes over. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Tabletop | Dead Bug Heel Tap tabletop instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/b47035f4-e2c3-4ddd-d82e-d9f35c521500/public ;; Tap | Dead Bug Heel Tap tap instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/7a424fb5-ad0b-4113-d645-eda34b7a9900/public ;; Opposite Tap | Dead Bug Heel Tap opposite tap instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/be29c5d0-7827-4ed0-8974-d844f5aca000/public
Exercise,EX280,Dead Bug Arm Only,Core & Trunk,"Abs, obliques, spinal stabilizers",Beginner,None,Supine,Strength,Variant,Keep legs still and alternate lowering arms overhead while ribs stay down.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Lie on your back with arms reaching toward the ceiling and knees stacked over hips at about 90 degrees. 2) Exhale gently to brace your trunk and keep ribs from flaring. 3) Keep legs still in tabletop and slowly lower one arm overhead. 4) Return to the start position and repeat on the other side.,"1) Exhale to brace and keep ribs from flaring. 2) Keep the low back comfortable; reduce range if it arches. 3) Quality matters more than speed or rep count. 4) Stop the set when your hips sag, rotate, or your lower back takes over. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Tabletop | Dead Bug Arm Only tabletop instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/06757e29-ab49-4967-1366-799259267600/public ;; Reach | Dead Bug Arm Only reach instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0481787f-7914-4df6-6231-b4405c292100/public ;; Opposite Reach | Dead Bug Arm Only opposite reach instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/1d7523ba-aa77-4390-71e9-7aca4cd10b00/public
Exercise,EX281,Dead Bug Leg Only,Core & Trunk,"Abs, obliques, spinal stabilizers",Beginner,None,Supine,Strength,Common,Keep arms up and lower one bent or straight leg at a time.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Lie on your back with arms reaching toward the ceiling and knees stacked over hips at about 90 degrees. 2) Exhale gently to brace your trunk and keep ribs from flaring. 3) Keep arms reaching up and slowly lower one leg or heel toward the floor. 4) Return to the start position and repeat on the other side.,"1) Exhale to brace and keep ribs from flaring. 2) Keep the low back comfortable; reduce range if it arches. 3) Quality matters more than speed or rep count. 4) Stop the set when your hips sag, rotate, or your lower back takes over. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Tabletop | Dead Bug Leg Only tabletop instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/e1d12ebc-6a4e-4a27-af8a-2812cee8aa00/public ;; Extend | Dead Bug Leg Only extend instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c9f9a27e-4ce1-4d5c-483a-3a65c551ff00/public ;; Opposite Extend | Dead Bug Leg Only opposite extend instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4d9c088c-0120-4225-fa84-712b01f58500/public
Exercise,EX282,Dead Bug Hold,Core & Trunk,"Abs, obliques, spinal stabilizers",Beginner,None,Supine,Strength,Common,Hold arms and knees up while breathing into the ribs and bracing lightly.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Lie on your back with arms reaching toward the ceiling and knees stacked over hips at about 90 degrees. 2) Exhale gently to brace your trunk and keep ribs from flaring. 3) Hold the tabletop position while keeping ribs down and breathing steadily. 4) Rest when your low back wants to arch.,"1) Exhale to brace and keep ribs from flaring. 2) Keep the low back comfortable; reduce range if it arches. 3) Quality matters more than speed or rep count. 4) Stop the set when your hips sag, rotate, or your lower back takes over. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Setup | Dead Bug Hold setup instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/c6ed54fe-29e4-4345-83e9-30d5ca330f00/public ;; Brace | Dead Bug Hold brace instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/019bb085-96ae-41aa-cc1c-0f5b5dc30400/public
Exercise,EX283,Dead Bug with Wall Press,Core & Trunk,"Abs, obliques, spinal stabilizers",Beginner,Wall,Supine,Strength,Common,Press hands into a wall while alternating heel taps.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Lie on your back close enough to press both hands into a wall with knees over hips. 2) Exhale gently to brace your trunk and keep ribs from flaring. 3) Press into the wall as you slowly lower one heel or leg. 4) Return to the start position and repeat on the other side.,"1) Exhale to brace and keep ribs from flaring. 2) Keep the low back comfortable; reduce range if it arches. 3) Quality matters more than speed or rep count. 4) Use only a stable surface that will not slide, tip, or open unexpectedly. 5) Stop the set when your hips sag, rotate, or your lower back takes over. 6) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Dead Bug with Wall Press step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/0a62f388-f502-4e09-3486-75df5d9d3500/public ;; Step 2 | Dead Bug with Wall Press step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a5d10bea-3201-4740-f815-0ecc4b821c00/public ;; Opposite Reach | Dead Bug with Wall Press opposite reach instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/6f47e4ae-5f89-47a4-b5d7-fb0fe2dc8400/public
Exercise,EX284,Dead Bug Pullover,Core & Trunk,"Abs, obliques, spinal stabilizers",Intermediate,Light object,Supine,Strength,Variant,Lower a light object overhead while alternating leg reaches.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,"1) Lie on your back holding a light object above your chest with knees over hips. 2) Exhale gently to brace your trunk and keep ribs from flaring. 3) Slowly move the object overhead as one leg extends, then return. 4) Return to the start position and repeat on the other side.","1) Exhale to brace and keep ribs from flaring. 2) Keep the low back comfortable; reduce range if it arches. 3) Quality matters more than speed or rep count. 4) Stop the set when your hips sag, rotate, or your lower back takes over. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Dead Bug Pullover step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/366bb4b1-5f0c-43dd-0074-60b377e74200/public ;; Step 2 | Dead Bug Pullover step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/a5f71a1e-ee9a-462c-bd81-2517cb560d00/public ;; Opposite Leg Low | Dead Bug Pullover opposite leg low instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/52070ff1-fcc9-4559-1e38-76a02469d700/public
Exercise,EX285,Dead Bug Bicycle,Core & Trunk,"Abs, obliques, spinal stabilizers",Intermediate,None,Supine,Strength,Variant,Alternate extending legs with a slow bicycle motion while low back stays quiet.,https://www.acefitness.org/resources/everyone/exercise-library/; https://acsm.org/resistance-training-guidelines-update-2026/; https://acsm.org/education-resources/trending-topics-resources/physical-activity-guidelines/,1) Lie on your back with arms reaching toward the ceiling and knees stacked over hips at about 90 degrees. 2) Exhale gently to brace your trunk and keep ribs from flaring. 3) Pedal the legs slowly like a bicycle while keeping the pelvis quiet. 4) Return to the start position and repeat on the other side.,"1) Exhale to brace and keep ribs from flaring. 2) Keep the low back comfortable; reduce range if it arches. 3) Quality matters more than speed or rep count. 4) Stop the set when your hips sag, rotate, or your lower back takes over. 5) Move under control, breathe steadily, and stop if you feel sharp pain, numbness, or joint pinching.",Step 1 | Dead Bug Bicycle step 1 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/4342d65f-f517-43cf-2453-f36972576200/public ;; Step 2 | Dead Bug Bicycle step 2 instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/38bb1018-5ebb-4962-cfa4-9b9fd844ca00/public ;; Pedal Left Leg Low Back Control | Dead Bug Bicycle pedal left leg low back control instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/f8ed3116-43e7-46ae-a557-e552b86eed00/public ;; Pedal Right Leg Ribs Down | Dead Bug Bicycle pedal right leg ribs down instructional slide. | https://imagedelivery.net/TDuhqfLDl0Fb8RGwGw6mYw/34658318-ed3c-460c-5f46-201a714d7100/public
